Einsatzort	PLZ	Qualifikation	Qualifikationgruppe	Schicht	Tag	Wochentag	Feiertag	Mitarbeiter ID
1235	109.0	26	2.0	2	2017-06-03	Sat	False	[21636 22158]
782	112.0	148	2.0	1	2015-05-15	Fri	False	[ 6957  7224  9147 10241 14145]
1088	131.0	148	2.0	0	2017-02-20	Mon	False	[21359 25158]
789	92.0	18	2.0	2	2018-12-25	Tue	True	[38144 39486 39660]
2422	0.0	26	2.0	2	2013-08-05	Mon	False	[154  92 102   6  63  66]
1622	109.0	133	2.0	1	2015-07-17	Fri	False	[15363]
2074	121.0	135	10.0	1	2019-01-17	Thu	False	[36475 36481 37311 35700 33510 36251]
2449	123.0	18	2.0	1	2019-03-24	Sun	False	[42096]
2063	92.0	155	2.0	1	2014-10-19	Sun	False	[4469]
2503	131.0	37	2.0	2	2019-09-14	Sat	False	[44185]
2640	92.0	143	10.0	1	2014-04-17	Thu	False	[3631 4543]
645	124.0	123	2.0	1	2018-09-12	Wed	False	[31041 33940]
981	92.0	0	2.0	2	2019-02-01	Fri	False	[38794 38998 33774 40138]
930	88.0	183	2.0	2	2015-12-12	Sat	False	[17927 16757]
270	119.0	51	2.0	2	2016-02-14	Sun	False	[16131 13067 11547]
2166	124.0	205	2.0	1	2015-08-10	Mon	False	[12747  9886 10263 11228]
1862	110.0	91	2.0	2	2018-03-29	Thu	False	[34423 29167 34618 31427]
1918	123.0	44	2.0	2	2016-04-20	Wed	False	[19262 17064]
286	126.0	25	2.0	1	2015-08-06	Thu	False	[13101]
725	19.0	201	2.0	2	2013-12-12	Thu	False	[1634]
80	63.0	91	2.0	1	2014-08-25	Mon	False	[514]
1782	123.0	148	2.0	1	2016-10-01	Sat	False	[18696 20306 20580 22650 22711 22866]
623	126.0	143	10.0	1	2020-04-02	Thu	False	[44884 49249 48542 42954]
2449	123.0	91	2.0	2	2014-08-24	Sun	False	[331]
649	125.0	81	10.0	2	2020-01-30	Thu	False	[42196]
599	38.0	123	2.0	2	2013-08-10	Sat	False	[223 178 136]
1106	19.0	26	2.0	1	2014-09-23	Tue	False	[1278 1749 2435 4037 4770 5917]
12	92.0	91	2.0	2	2014-08-23	Sat	False	[6509 5520]
2295	19.0	0	2.0	2	2017-01-17	Tue	False	[21148 18868]
102	19.0	91	2.0	2	2018-09-28	Fri	False	[30935 32799 34070 37822]
1325	43.0	26	2.0	2	2018-08-12	Sun	False	[34420 36433]
334	102.0	148	2.0	2	2020-04-26	Sun	False	[43478 44060 44684 44835 44950 45112]
1064	149.0	51	2.0	2	2018-01-21	Sun	False	[27086 32454 31433 30561]
2434	119.0	26	2.0	2	2016-12-30	Fri	False	[18168 19109 19809 24261 25930]
2721	27.0	51	2.0	1	2019-06-10	Mon	True	[35830]
2054	126.0	148	2.0	2	2013-09-08	Sun	False	[424]
2063	92.0	44	2.0	1	2017-09-10	Sun	False	[25839 29622 26863 24797]
1622	109.0	167	2.0	2	2015-02-06	Fri	False	[3597 6830 8553]
82	131.0	18	2.0	2	2020-08-30	Sun	False	[47912 45298]
1747	160.0	167	2.0	2	2018-10-04	Thu	False	[30687 37021]
293	43.0	148	2.0	2	2016-01-29	Fri	False	[11422 12117 13016 13017 13492 13909]
30	117.0	26	2.0	1	2020-07-31	Fri	False	[45180 49548]
2503	131.0	205	2.0	2	2019-05-18	Sat	False	[37206 37241 37506]
769	68.0	167	2.0	2	2020-07-03	Fri	False	[48501]
1537	109.0	153	2.0	2	2014-11-28	Fri	False	[3175]
1491	123.0	201	2.0	2	2017-09-30	Sat	False	[23767 24757 25585 30713 31190]
2399	131.0	201	2.0	2	2019-02-17	Sun	False	[39610]
2503	131.0	167	2.0	2	2014-07-27	Sun	False	[1899 1614 3130]
2352	92.0	170	2.0	2	2018-07-19	Thu	False	[30417 35527]
1600	109.0	107	10.0	2	2016-09-28	Wed	False	[19873]
92	71.0	80	2.0	1	2014-06-28	Sat	False	[5675]
1609	131.0	123	2.0	2	2020-07-30	Thu	False	[48634 46128]
1325	43.0	103	2.0	1	2016-10-27	Thu	False	[21687 19633 18559]
2503	131.0	168	2.0	2	2017-12-24	Sun	False	[30348]
2137	126.0	110	2.0	2	2017-07-17	Mon	False	[24498 24751 25445]
331	126.0	80	2.0	2	2015-07-28	Tue	False	[15662 15372]
2422	0.0	26	2.0	2	2014-06-27	Fri	False	[ 548 1448 2096 3444 4639 5565]
755	160.0	82	10.0	1	2019-09-01	Sun	False	[41784 38154]
1422	123.0	167	2.0	1	2015-07-20	Mon	False	[14722]
2503	131.0	26	2.0	2	2019-02-23	Sat	False	[35866 39792 40297 40679 41130 41499]
327	92.0	201	2.0	1	2016-12-29	Thu	False	[25224]
2675	131.0	143	10.0	1	2020-05-27	Wed	False	[43616 46227 48627]
1594	117.0	17	2.0	2	2016-05-15	Sun	False	[17721 13644 19992]
478	92.0	162	2.0	2	2017-08-19	Sat	False	[27305]
1374	92.0	167	2.0	2	2015-08-06	Thu	False	[10063 11197]
1024	123.0	205	2.0	2	2016-02-12	Fri	False	[11898 13792 18447]
2182	72.0	108	2.0	2	2014-03-31	Mon	False	[ 247 4385]
1245	92.0	123	2.0	2	2015-12-19	Sat	False	[17803 18312]
334	102.0	148	2.0	1	2020-01-16	Thu	False	[40997 41240 41589 41734 43478 44060]
2449	123.0	148	2.0	1	2015-09-01	Tue	False	[ 8676 12776 15801]
2129	134.0	84	10.0	1	2014-06-27	Fri	False	[6671]
1000	98.0	167	2.0	2	2014-03-01	Sat	False	[ 300 1661 4317]
1140	99.0	91	2.0	1	2013-09-20	Fri	False	[341 729 971 374 950]
1683	123.0	123	2.0	2	2017-05-15	Mon	False	[20914]
947	17.0	148	2.0	2	2015-02-14	Sat	False	[ 3453  5001  6826  6964 10890 11103]
2421	117.0	205	2.0	2	2016-04-09	Sat	False	[14082 19556]
2278	153.0	108	2.0	2	2014-08-18	Mon	False	[1617 3656]
318	126.0	91	2.0	1	2014-04-17	Thu	False	[833 896]
1000	98.0	148	2.0	2	2020-09-27	Sun	False	[46469 46481 46751 47877 49428 49923]
1447	131.0	205	2.0	1	2019-04-29	Mon	False	[39479 37061]
331	126.0	25	2.0	2	2017-05-11	Thu	False	[20636 21006 22097 27242]
1355	92.0	91	2.0	2	2016-02-26	Fri	False	[11766 12479 13387 13464 13475 15854]
1175	92.0	26	2.0	2	2018-06-19	Tue	False	[30452 34166]
2187	19.0	167	2.0	2	2014-03-02	Sun	False	[789]
1782	123.0	17	2.0	2	2017-03-22	Wed	False	[21374 21375 24940 25697 24461 25399]
1782	123.0	163	10.0	2	2018-08-25	Sat	False	[31912 37032 38013 37210]
1106	19.0	148	2.0	2	2016-08-21	Sun	False	[15867 16058 16227 16869 19643]
1491	123.0	0	2.0	2	2017-03-26	Sun	False	[21406 19853]
293	43.0	84	10.0	1	2019-02-27	Wed	False	[35345 41117]
2269	126.0	205	2.0	2	2018-07-16	Mon	False	[31366 34509 35747]
255	43.0	91	2.0	1	2020-01-27	Mon	False	[41600]
1000	98.0	25	2.0	1	2020-07-25	Sat	False	[45615 46149 46331 48903 49395]
2010	19.0	91	2.0	2	2013-11-17	Sun	False	[ 616 2191 1389]
550	43.0	22	2.0	3	2013-08-26	Mon	False	[276]
1106	19.0	148	2.0	1	2013-11-30	Sat	False	[1553]
930	88.0	25	2.0	2	2014-12-25	Thu	True	[6127 6855 7544 7563 8860 9079]
2434	119.0	123	2.0	1	2019-10-18	Fri	False	[39233 40017 42222 42791 42832]
82	131.0	91	2.0	1	2015-07-14	Tue	False	[ 7863  8927  9426 11154 13573]
925	131.0	193	10.0	0	2019-01-04	Fri	False	[32734]
272	109.0	74	2.0	2	2018-10-10	Wed	False	[31539]
729	92.0	164	2.0	1	2016-02-26	Fri	False	[16670]
334	102.0	205	2.0	1	2019-11-09	Sat	False	[39548 39697 41803 45487 46610 46696]
1225	126.0	212	10.0	2	2014-05-13	Tue	False	[1809]
1066	54.0	193	10.0	2	2016-03-01	Tue	False	[16055 14769]
935	43.0	148	2.0	2	2015-06-11	Thu	False	[9204]
2421	117.0	74	2.0	1	2016-09-24	Sat	False	[17710 21000]
2010	19.0	74	2.0	1	2018-09-27	Thu	False	[32016]
850	119.0	148	2.0	1	2016-07-15	Fri	False	[21864]
1825	19.0	8	2.0	1	2017-11-03	Fri	False	[24665 27087 30634]
645	124.0	148	2.0	1	2014-04-24	Thu	False	[ 461 4145]
1481	92.0	26	2.0	1	2016-01-08	Fri	False	[12846 12848]
2278	153.0	91	2.0	2	2018-07-04	Wed	False	[34083]
1060	121.0	206	2.0	2	2019-04-22	Mon	True	[42262]
2422	0.0	26	2.0	2	2019-12-28	Sat	False	[44346 45235 45764 45899 46765 47626]
2099	160.0	91	2.0	2	2018-04-01	Sun	False	[28031 30959]
2010	19.0	193	10.0	1	2016-02-03	Wed	False	[16126]
1404	15.0	148	2.0	1	2016-11-02	Wed	False	[23132]
203	153.0	91	2.0	2	2015-02-27	Fri	False	[ 4303  9562  8353  5108 11037  9508]
468	92.0	153	2.0	1	2014-01-19	Sun	False	[3611  700 2375 2534]
1763	92.0	206	2.0	2	2014-07-06	Sun	False	[1247]
385	92.0	25	2.0	2	2019-04-27	Sat	False	[35899 36470]
725	19.0	74	2.0	2	2016-08-17	Wed	False	[20597 22242]
1519	63.0	212	10.0	2	2016-01-10	Sun	False	[16870 15323 12560 13649 11736]
365	124.0	103	2.0	1	2016-09-28	Wed	False	[20698]
182	27.0	91	2.0	2	2019-07-03	Wed	False	[39710 38241 41352 42047 40707 36091]
1747	160.0	148	2.0	1	2016-10-30	Sun	False	[20684 21216 21770 22785]
1140	99.0	143	10.0	2	2017-01-20	Fri	False	[23240 24773 25956]
2452	63.0	103	2.0	2	2015-12-28	Mon	False	[14716 10770]
2446	19.0	148	2.0	2	2014-08-14	Thu	False	[1477 5397 5510]
621	119.0	123	2.0	0	2018-09-28	Fri	False	[34784]
1312	72.0	84	10.0	2	2018-06-03	Sun	False	[29832]
88	63.0	155	2.0	1	2019-02-11	Mon	False	[36129]
1500	160.0	18	2.0	2	2014-10-26	Sun	False	[4986 3543 8840]
1868	65.0	212	10.0	2	2013-08-02	Fri	False	[21 54 16 48  7]
757	92.0	201	2.0	1	2018-10-14	Sun	False	[34783]
468	92.0	123	2.0	2	2017-03-04	Sat	False	[20049 20837 23903 24861 25567 25982]
935	43.0	22	2.0	1	2017-01-22	Sun	False	[23425]
353	15.0	143	10.0	2	2019-06-13	Thu	False	[36400]
597	63.0	201	2.0	2	2018-03-01	Thu	False	[28021]
435	160.0	26	2.0	2	2016-06-25	Sat	False	[14636 15026 15638 16168 16488 16867]
286	126.0	26	2.0	2	2014-10-06	Mon	False	[1765 3549 3884]
500	17.0	91	2.0	2	2015-06-30	Tue	False	[14320]
1683	123.0	148	2.0	2	2015-12-22	Tue	False	[11901 12709 17288 17789 18515]
1128	63.0	84	10.0	1	2020-12-28	Mon	False	[48789]
988	117.0	82	10.0	2	2015-11-24	Tue	False	[13324]
2269	126.0	148	2.0	2	2016-01-25	Mon	False	[12719 13959 15893 16174 17583]
1257	92.0	25	2.0	2	2014-12-24	Wed	False	[4344]
1687	43.0	26	2.0	1	2015-08-25	Tue	False	[13074]
961	92.0	26	2.0	1	2015-07-17	Fri	False	[11222 12950]
2753	100.0	143	10.0	1	2017-03-22	Wed	False	[24535]
1000	98.0	119	2.0	1	2015-06-13	Sat	False	[12905]
2506	160.0	84	10.0	2	2015-05-27	Wed	False	[14243]
1491	123.0	148	2.0	2	2014-11-24	Mon	False	[2790 3051 3201 6162 6348 6572]
1945	131.0	84	10.0	1	2019-07-21	Sun	False	[40472]
2422	0.0	212	10.0	2	2014-03-26	Wed	False	[1919 2779]
2503	131.0	91	2.0	2	2019-10-13	Sun	False	[39212 43537 44610 45269 45867 46625]
334	102.0	148	2.0	2	2019-03-10	Sun	False	[34543 34585 34832 35732 35850 36543]
588	43.0	133	2.0	1	2020-07-09	Thu	False	[48193]
468	92.0	212	10.0	1	2016-08-17	Wed	False	[23299 18354]
2446	19.0	91	2.0	2	2015-01-15	Thu	False	[4265]
1899	153.0	25	2.0	3	2015-06-29	Mon	False	[10057 10520]
149	148.0	148	2.0	2	2016-02-11	Thu	False	[17028]
2003	92.0	201	2.0	2	2019-09-05	Thu	False	[44525]
1576	160.0	84	10.0	2	2013-08-02	Fri	False	[64]
755	160.0	133	2.0	2	2014-04-10	Thu	False	[1031 1950 4538 3941 1779]
1782	123.0	148	2.0	0	2020-02-11	Tue	False	[41414 42564 46431]
150	126.0	26	2.0	1	2019-08-23	Fri	False	[37935]
1257	92.0	148	2.0	2	2020-06-21	Sun	False	[49377]
1000	98.0	133	2.0	1	2019-12-22	Sun	False	[43117 44012 45699]
331	126.0	91	2.0	2	2014-01-10	Fri	False	[174 235 570 692]
2640	92.0	148	2.0	0	2018-05-20	Sun	False	[29190]
803	131.0	71	10.0	1	2017-10-03	Tue	True	[25577 30732 26883]
1538	63.0	71	10.0	1	2015-07-14	Tue	False	[12854 14669 10961 14912 12971 11190]
286	126.0	74	2.0	2	2017-07-18	Tue	False	[24662]
1104	112.0	91	2.0	2	2020-04-08	Wed	False	[43381]
256	92.0	148	2.0	1	2015-07-01	Wed	False	[13983]
947	17.0	212	10.0	1	2015-05-10	Sun	False	[ 7339 10062]
1567	126.0	205	2.0	1	2013-09-11	Wed	False	[758 944  47 249 101]
395	124.0	22	2.0	2	2015-05-31	Sun	False	[ 6955 13456 12132  8424  7020 13917]
2331	124.0	148	2.0	2	2014-10-24	Fri	False	[6835]
739	92.0	123	2.0	2	2016-11-15	Tue	False	[18302]
2436	92.0	148	2.0	2	2018-05-19	Sat	False	[35226]
2529	15.0	8	2.0	2	2013-12-04	Wed	False	[ 889 1201 1144 1423  717]
1945	131.0	103	2.0	1	2013-12-23	Mon	False	[2037]
2742	72.0	148	2.0	1	2017-05-01	Mon	True	[24018]
2461	92.0	25	2.0	2	2020-08-12	Wed	False	[46532]
2182	72.0	91	2.0	2	2015-06-09	Tue	False	[10006]
1608	109.0	123	2.0	0	2019-06-19	Wed	False	[37019]
2563	92.0	51	2.0	1	2018-06-04	Mon	False	[35430]
327	92.0	91	2.0	2	2020-05-17	Sun	False	[47036 47189]
2097	92.0	26	2.0	2	2017-08-13	Sun	False	[24626 26272]
334	102.0	168	2.0	1	2016-04-27	Wed	False	[13333 16729 18817]
88	63.0	167	2.0	1	2014-03-07	Fri	False	[2033]
102	19.0	206	2.0	2	2015-01-03	Sat	False	[2612]
947	17.0	167	2.0	2	2017-08-01	Tue	False	[27324 23582 28890 23943]
1565	19.0	212	10.0	2	2019-07-13	Sat	False	[39507]
474	92.0	71	10.0	1	2015-10-27	Tue	False	[15794]
293	43.0	26	2.0	2	2017-04-10	Mon	False	[20960 21430 22355 23809 25155 26005]
286	126.0	91	2.0	2	2014-10-04	Sat	False	[2390 2716 8371 8972]
2001	0.0	148	2.0	2	2014-09-14	Sun	False	[3971 8340]
2734	72.0	212	10.0	1	2014-11-09	Sun	False	[2198]
935	43.0	74	2.0	2	2017-07-28	Fri	False	[29630 27936]
2540	92.0	212	10.0	1	2017-01-05	Thu	False	[25980 24482]
2503	131.0	148	2.0	2	2015-04-02	Thu	False	[ 4994  5133  9110  9370 10381 10516]
1683	123.0	8	2.0	1	2018-11-07	Wed	False	[39600 39474]
973	68.0	84	10.0	2	2018-09-06	Thu	False	[36700]
1265	92.0	17	2.0	2	2017-07-30	Sun	False	[25108]
1490	160.0	168	2.0	2	2020-12-18	Fri	False	[47521 48598]
1301	19.0	82	10.0	2	2016-12-14	Wed	False	[23584]
930	88.0	167	2.0	2	2016-08-28	Sun	False	[16240 16306]
2097	92.0	51	2.0	2	2014-02-01	Sat	False	[2770]
874	135.0	26	2.0	1	2015-09-27	Sun	False	[13285  8826]
1355	92.0	212	10.0	2	2019-07-11	Thu	False	[36734 40829 42813]
925	131.0	148	2.0	2	2017-10-15	Sun	False	[25183 25609 27927 28047 28137 28312]
817	92.0	148	2.0	2	2019-07-02	Tue	False	[40170 40668 44296]
1565	19.0	91	2.0	1	2018-09-08	Sat	False	[31356 32721 33826 35510 35567 35913]
88	63.0	167	2.0	1	2014-03-22	Sat	False	[2033]
2467	92.0	26	2.0	2	2013-12-26	Thu	True	[1572]
973	68.0	167	2.0	1	2015-11-17	Tue	False	[17536]
1614	43.0	148	2.0	2	2017-12-16	Sat	False	[25799 27184 32406 32425 32490 32599]
334	102.0	148	2.0	2	2016-06-02	Thu	False	[14394 15544 16497 17486 18901 19487]
318	126.0	26	2.0	2	2017-01-13	Fri	False	[23514 24246]
2333	109.0	115	10.0	2	2014-05-01	Thu	True	[  30 4088 5893]
251	124.0	212	10.0	2	2016-02-19	Fri	False	[17017 14897]
961	92.0	148	2.0	0	2016-11-10	Thu	False	[18827 19428 21154]
650	92.0	84	10.0	2	2015-01-16	Fri	False	[ 8919 10976]
925	131.0	26	2.0	1	2013-09-19	Thu	False	[1042]
613	70.0	147	2.0	2	2018-01-18	Thu	False	[33188]
1537	109.0	18	2.0	1	2020-05-12	Tue	False	[48392 46634]
2658	63.0	84	10.0	2	2015-06-10	Wed	False	[6949]
1899	153.0	81	10.0	1	2019-03-17	Sun	False	[33841]
1374	92.0	168	2.0	2	2015-03-03	Tue	False	[ 7372  4108 10666  7859]
1225	126.0	22	2.0	1	2016-10-15	Sat	False	[23210]
1245	92.0	164	2.0	2	2016-12-27	Tue	False	[19433 19214 23779 23987 18131 18159]
1986	160.0	26	2.0	1	2015-11-12	Thu	False	[16645 12336 15313 16786 12516]
2434	119.0	205	2.0	2	2015-10-10	Sat	False	[10137 10212 14144 15591]
780	153.0	34	11.0	2	2014-05-19	Mon	False	[4460]
2090	43.0	148	2.0	2	2015-07-21	Tue	False	[8716]
716	131.0	81	10.0	2	2019-05-04	Sat	False	[39754 41468 37400 37542 39851]
327	92.0	169	2.0	1	2017-04-21	Fri	False	[22558]
755	160.0	93	2.0	1	2013-08-27	Tue	False	[538]
255	43.0	84	10.0	2	2015-04-15	Wed	False	[11295]
182	27.0	108	2.0	1	2018-03-17	Sat	False	[27749]
981	92.0	205	2.0	2	2018-09-27	Thu	False	[37766]
1491	123.0	80	2.0	2	2019-10-23	Wed	False	[40276 43970]
2134	92.0	91	2.0	2	2015-05-18	Mon	False	[8323]
284	92.0	192	2.0	2	2018-08-14	Tue	False	[29639]
2422	0.0	91	2.0	2	2013-12-10	Tue	False	[  87 1680 2736]
293	43.0	26	2.0	1	2019-11-06	Wed	False	[45219]
1949	160.0	24	2.0	2	2016-07-16	Sat	False	[17848 17030 20000 19822 21780 18833]
2608	131.0	80	2.0	2	2018-07-30	Mon	False	[31767 30274 31792]
1899	153.0	201	2.0	1	2015-01-27	Tue	False	[11467 11821]
627	126.0	148	2.0	2	2018-05-27	Sun	False	[28204 32091 31293 35924]
1936	92.0	107	10.0	0	2017-07-21	Fri	False	[24969]
1351	126.0	148	2.0	2	2018-10-11	Thu	False	[36924]
1614	43.0	26	2.0	1	2017-12-16	Sat	False	[32608]
613	70.0	148	2.0	1	2020-02-21	Fri	False	[43728 44188 44535 44630 45220 46393]
935	43.0	148	2.0	2	2019-03-21	Thu	False	[37458 42260]
672	63.0	148	2.0	2	2017-01-26	Thu	False	[24485]
1092	92.0	133	2.0	2	2019-06-13	Thu	False	[40439 38763]
293	43.0	25	2.0	1	2014-05-11	Sun	False	[200]
334	102.0	26	2.0	2	2019-05-26	Sun	False	[35644 37007 37130 37252 37959 38556]
468	92.0	123	2.0	1	2015-12-15	Tue	False	[10215 10801 11921 13668 13747 15010]
925	131.0	91	2.0	2	2014-09-21	Sun	False	[4264 4851 5629]
466	124.0	25	2.0	0	2015-07-04	Sat	False	[7107]
2535	126.0	82	10.0	1	2017-07-23	Sun	False	[25917]
119	92.0	206	2.0	1	2019-09-08	Sun	False	[42635 38214]
119	92.0	82	10.0	2	2016-12-06	Tue	False	[25284 21414 24809 19541 19950 24593]
2434	119.0	44	2.0	2	2020-07-02	Thu	False	[47641]
694	92.0	91	2.0	1	2018-06-12	Tue	False	[34276 32531 31752 34033 30127 31079]
2764	27.0	81	10.0	1	2013-10-29	Tue	False	[1317  986  247  683  730]
1565	19.0	26	2.0	1	2019-04-08	Mon	False	[34690 35410 35761 37669 37713]
930	88.0	148	2.0	2	2019-02-11	Mon	False	[33410 34539 35148 36194 36300 37724]
451	92.0	205	2.0	1	2020-10-21	Wed	False	[49519]
1687	43.0	123	2.0	2	2019-04-18	Thu	False	[36172 43139]
618	131.0	82	10.0	1	2014-12-18	Thu	False	[4449]
1175	92.0	44	2.0	2	2014-01-07	Tue	False	[2567  605 1648 1918 1254  527]
2269	126.0	193	10.0	1	2015-06-05	Fri	False	[13128 14196]
331	126.0	143	10.0	2	2020-07-09	Thu	False	[46202 47481 47732 47745 49645]
2399	131.0	148	2.0	1	2017-02-22	Wed	False	[20740 25491]
1046	109.0	25	2.0	2	2017-12-15	Fri	False	[31902]
327	92.0	148	2.0	2	2017-12-26	Tue	True	[25909 26420 29874]
1936	92.0	148	2.0	1	2014-10-27	Mon	False	[2122 2644 3815 4248 6438 7162]
991	92.0	123	2.0	2	2016-10-30	Sun	False	[19240]
817	92.0	205	2.0	2	2018-07-29	Sun	False	[30121 30689 35088 35533]
621	119.0	107	10.0	2	2014-10-14	Tue	False	[1153]
1018	68.0	205	2.0	1	2020-05-26	Tue	False	[44765 45170]
334	102.0	107	10.0	2	2018-09-30	Sun	False	[31327 37183]
92	71.0	91	2.0	1	2016-01-25	Mon	False	[15917 11029]
664	126.0	82	10.0	1	2015-02-25	Wed	False	[4472]
2137	126.0	201	2.0	2	2017-07-31	Mon	False	[24074 25312 29467]
2021	126.0	169	2.0	1	2016-02-24	Wed	False	[16265 15698]
1701	70.0	82	10.0	2	2014-09-22	Mon	False	[1877]
1709	92.0	84	10.0	2	2017-09-28	Thu	False	[27178 27116]
780	153.0	17	2.0	1	2017-06-30	Fri	False	[22746 29318]
1229	92.0	25	2.0	1	2015-10-22	Thu	False	[15145 15483 16944]
1165	17.0	148	2.0	2	2017-11-29	Wed	False	[26663 28914 27222]
1747	160.0	91	2.0	2	2017-05-08	Mon	False	[21790 23362]
2675	131.0	26	2.0	1	2015-09-20	Sun	False	[12349 13092 13942]
2742	72.0	167	2.0	2	2020-11-21	Sat	False	[49714]
2224	125.0	212	10.0	2	2016-11-24	Thu	False	[20143]
2461	92.0	44	2.0	2	2014-04-17	Thu	False	[3470]
251	124.0	206	2.0	1	2016-07-24	Sun	False	[15676 18685 19500 22613]
1724	160.0	26	2.0	2	2015-08-11	Tue	False	[13482 13961  7673 11768 10989  7773]
435	160.0	148	2.0	2	2018-02-25	Sun	False	[27098 27484 28048 28710 29474 30568]
632	63.0	17	2.0	1	2017-07-20	Thu	False	[26494]
2675	131.0	205	2.0	1	2015-11-22	Sun	False	[10926 11011 11891 13729 14727 14833]
2269	126.0	91	2.0	2	2018-09-24	Mon	False	[32337 35861 35930 37082 37677 38401]
1622	109.0	26	2.0	2	2013-10-30	Wed	False	[ 620 1527]
780	153.0	206	2.0	2	2014-08-22	Fri	False	[7649 4424 2646 4635]
2434	119.0	44	2.0	1	2015-10-11	Sun	False	[15595]
1175	92.0	91	2.0	2	2019-08-24	Sat	False	[40290]
919	109.0	81	10.0	1	2016-08-10	Wed	False	[16081]
1631	100.0	205	2.0	1	2015-11-01	Sun	False	[10165 11784 14273]
780	153.0	148	2.0	2	2014-02-22	Sat	False	[1540 2190]
356	125.0	91	2.0	1	2018-01-20	Sat	False	[32311]
788	124.0	148	2.0	1	2013-10-20	Sun	False	[ 992 1708]
2434	119.0	148	2.0	2	2019-12-19	Thu	False	[41152 42206 42404 42700 43172 43469]
2003	92.0	159	2.0	1	2020-11-13	Fri	False	[49316]
2675	131.0	201	2.0	2	2014-01-24	Fri	False	[ 218  598 2643]
2413	165.0	153	2.0	1	2018-04-18	Wed	False	[34060 27526 35219 32754 33320]
165	126.0	91	2.0	1	2017-07-27	Thu	False	[25449]
2121	38.0	79	2.0	1	2018-11-20	Tue	False	[32849]
1371	43.0	193	10.0	1	2020-05-27	Wed	False	[46043 43262 46806]
2698	110.0	201	2.0	2	2018-11-20	Tue	False	[36121]
1899	153.0	26	2.0	1	2020-07-29	Wed	False	[47014 47045 49517]
1936	92.0	107	10.0	1	2020-05-05	Tue	False	[46029]
115	126.0	148	2.0	1	2019-12-14	Sat	False	[42716 44829 45191 46860]
1235	109.0	74	2.0	1	2017-12-04	Mon	False	[25168]
102	19.0	205	2.0	0	2013-09-28	Sat	False	[291]
2313	131.0	84	10.0	1	2017-04-03	Mon	False	[19959 21477]
2448	92.0	74	2.0	2	2015-10-03	Sat	True	[17167]
2021	126.0	123	2.0	2	2018-07-03	Tue	False	[31945]
2137	126.0	82	10.0	1	2018-04-06	Fri	False	[27856 29782 32284]
613	70.0	206	2.0	2	2015-01-23	Fri	False	[5589]
468	92.0	26	2.0	1	2016-07-30	Sat	False	[16366 19353 19817 20345 22078]
1171	72.0	17	2.0	2	2013-11-04	Mon	False	[ 305 1114 1408]
1781	117.0	24	2.0	1	2014-08-01	Fri	False	[2206]
935	43.0	148	2.0	2	2017-01-22	Sun	False	[18730 24005]
2675	131.0	91	2.0	1	2015-05-18	Mon	False	[5865 6188 6260 6576 7009 7286]
2129	134.0	167	2.0	1	2014-05-30	Fri	False	[2400]
1683	123.0	8	2.0	1	2014-10-21	Tue	False	[9049 7576 7243 5858 2125]
1614	43.0	74	2.0	2	2019-12-12	Thu	False	[40178 43419 46721]
1559	109.0	206	2.0	2	2019-09-21	Sat	False	[43242 45897]
292	109.0	143	10.0	2	2020-11-08	Sun	False	[48867]
613	70.0	84	10.0	2	2018-12-16	Sun	False	[32720 35317 36284 38060]
82	131.0	206	2.0	2	2016-02-11	Thu	False	[12713 14266]
1092	92.0	148	2.0	1	2015-05-25	Mon	True	[ 6926 10302 12606]
1622	109.0	82	10.0	2	2017-04-22	Sat	False	[24391]
695	109.0	80	2.0	2	2018-10-16	Tue	False	[36842]
716	131.0	143	10.0	2	2015-02-10	Tue	False	[8004 8472]
2184	17.0	153	2.0	1	2018-08-09	Thu	False	[32513]
36	160.0	167	2.0	1	2016-01-24	Sun	False	[16336]
1600	109.0	74	2.0	2	2017-09-07	Thu	False	[26329]
1355	92.0	81	10.0	1	2013-10-15	Tue	False	[1432]
1108	63.0	205	2.0	1	2020-06-22	Mon	False	[45568 48780]
2675	131.0	24	2.0	2	2016-07-10	Sun	False	[17320 18315 17212 21152 15571]
430	92.0	26	2.0	1	2017-08-22	Tue	False	[25738]
2309	65.0	91	2.0	1	2016-11-01	Tue	False	[22679]
524	92.0	123	2.0	2	2014-02-09	Sun	False	[2003]
1936	92.0	91	2.0	2	2016-04-05	Tue	False	[15747 18681 20173]
1018	68.0	148	2.0	2	2018-01-22	Mon	False	[28212 29383 30207 30302 30759]
130	160.0	123	2.0	1	2020-10-24	Sat	False	[49596 49243]
1171	72.0	147	2.0	1	2018-08-12	Sun	False	[33336 33561 31427 32172 37700]
1129	131.0	26	2.0	2	2019-07-10	Wed	False	[39153 39559 43607 40951 37298 43758]
930	88.0	74	2.0	2	2020-01-15	Wed	False	[40841 45436]
1806	126.0	103	2.0	1	2020-06-11	Thu	False	[49698]
1862	110.0	25	2.0	1	2013-12-02	Mon	False	[2054  823]
2038	27.0	148	2.0	2	2017-12-26	Tue	True	[28519 27030]
859	123.0	26	2.0	1	2016-01-11	Mon	False	[18701 13989]
2003	92.0	206	2.0	1	2014-10-04	Sat	False	[3001 5384]
2137	126.0	110	2.0	1	2017-09-08	Fri	False	[26643]
1402	131.0	167	2.0	2	2020-03-25	Wed	False	[44053 44726]
1559	109.0	91	2.0	2	2019-10-03	Thu	True	[40498 40500 44438 44798 44821 46266]
