Einsatzort	PLZ	Qualifikation	Qualifikationgruppe	Schicht	Tag	Wochentag	Feiertag	Mitarbeiter ID
803	131.0	26	2.0	2	2017-12-31	Sun	False	[27967 29890]
780	153.0	24	2.0	2	2020-03-01	Sun	False	[44137]
2698	110.0	108	2.0	2	2016-05-26	Thu	False	[19617]
2129	134.0	107	10.0	2	2014-08-24	Sun	False	[7538]
82	131.0	91	2.0	2	2018-05-30	Wed	False	[28446 31333 32441 32700 33559 33851]
2269	126.0	143	10.0	2	2014-02-13	Thu	False	[ 245 3563]
716	131.0	91	2.0	1	2016-02-03	Wed	False	[13611]
572	103.0	84	10.0	2	2015-10-29	Thu	False	[13252 17133 11013 10971 13921]
2527	92.0	148	2.0	2	2020-03-21	Sat	False	[49594 45374 46770 47043]
2182	72.0	148	2.0	2	2020-09-24	Thu	False	[48500 49075 49486 49584]
2313	131.0	26	2.0	2	2015-11-03	Tue	False	[13319 14479]
1537	109.0	91	2.0	1	2016-12-01	Thu	False	[22180]
2137	126.0	201	2.0	1	2017-12-03	Sun	False	[25312 29467]
930	88.0	212	10.0	2	2016-05-13	Fri	False	[17376]
645	124.0	82	10.0	1	2017-08-18	Fri	False	[25392 29153 26610 26492]
632	63.0	91	2.0	2	2017-03-17	Fri	False	[22340 22493]
435	160.0	91	2.0	2	2019-06-16	Sun	False	[35995 37085 37635 42708]
1899	153.0	25	2.0	2	2016-11-01	Tue	False	[21600 22277]
1453	126.0	205	2.0	1	2019-07-27	Sat	False	[41906 42742 42350]
2467	92.0	148	2.0	1	2015-04-14	Tue	False	[ 6781 11525 12173]
2434	119.0	91	2.0	2	2020-09-09	Wed	False	[45949 46107 47864 49058 49983]
1782	123.0	167	2.0	1	2014-06-22	Sun	False	[ 424 6920]
2391	92.0	123	2.0	2	2014-05-14	Wed	False	[3379]
331	126.0	148	2.0	2	2016-11-29	Tue	False	[17767 17772 18888 20073 21282 21428]
255	43.0	123	2.0	2	2015-11-26	Thu	False	[17241]
1489	19.0	24	2.0	1	2014-05-13	Tue	False	[4431 4421 3839 2129  743 1680]
2269	126.0	212	10.0	1	2018-04-24	Tue	False	[28138 28196 31811 32864 33126 33213]
1673	27.0	205	2.0	1	2017-08-05	Sat	False	[23189 26045 27640]
1325	43.0	74	2.0	2	2017-10-22	Sun	False	[30699]
1548	109.0	148	2.0	2	2017-05-26	Fri	False	[22679 22803 27716]
1245	92.0	34	11.0	2	2019-02-15	Fri	False	[35424 37383]
2402	131.0	205	2.0	1	2016-05-30	Mon	False	[15280 16567 16581 20219]
2064	68.0	24	2.0	1	2014-02-09	Sun	False	[2764]
41	126.0	167	2.0	1	2017-12-07	Thu	False	[25513 30735 32034]
1782	123.0	25	2.0	2	2014-03-19	Wed	False	[2585]
2097	92.0	108	2.0	2	2018-06-05	Tue	False	[29505 33867]
732	100.0	167	2.0	1	2019-05-21	Tue	False	[39314]
1691	15.0	201	2.0	1	2018-02-11	Sun	False	[28922]
1949	160.0	107	10.0	2	2018-11-17	Sat	False	[32677 35826 34616]
1245	92.0	26	2.0	1	2017-07-30	Sun	False	[22634 29365]
2631	88.0	155	2.0	2	2015-10-08	Thu	False	[ 9434 15155 14562 10299]
930	88.0	84	10.0	1	2019-01-14	Mon	False	[39780 40643 40823 41046]
1782	123.0	82	10.0	1	2015-04-27	Mon	False	[7400]
1175	92.0	51	2.0	2	2015-01-13	Tue	False	[9707]
2074	121.0	81	10.0	1	2015-07-15	Wed	False	[ 7145 10166 14402]
1056	153.0	91	2.0	1	2019-10-10	Thu	False	[39185 41971]
840	131.0	26	2.0	2	2018-05-27	Sun	False	[31341 28305]
1936	92.0	167	2.0	2	2019-11-28	Thu	False	[46971]
1375	31.0	143	10.0	2	2020-04-19	Sun	False	[44585 45199 45372 48853 48718]
2503	131.0	205	2.0	1	2015-05-16	Sat	False	[ 7843  9439 12617 13798]
781	109.0	26	2.0	2	2019-01-19	Sat	False	[35659 39972 37063 36140]
2701	92.0	148	2.0	2	2020-08-21	Fri	False	[49571 49321]
1453	126.0	123	2.0	2	2014-08-11	Mon	False	[4866 5394]
2421	117.0	167	2.0	2	2018-09-03	Mon	False	[36895 32518 32636]
2322	153.0	148	2.0	2	2018-10-16	Tue	False	[36832]
900	92.0	206	2.0	1	2018-07-09	Mon	False	[29175 31388 36511 36786]
2721	27.0	170	2.0	1	2014-12-20	Sat	False	[5710 8059 7370 8123]
2391	92.0	25	2.0	2	2015-01-07	Wed	False	[10770  4288 10265]
1728	131.0	81	10.0	2	2019-09-02	Mon	False	[45150 42371 42131 38624 44042]
1000	98.0	143	10.0	2	2019-10-17	Thu	False	[39056 40447 42010 42913 43066]
1000	98.0	143	10.0	1	2017-08-04	Fri	False	[22669 23651 25264 26127 26312 27533]
2207	68.0	167	2.0	2	2017-12-17	Sun	False	[26149 27848]
1850	92.0	167	2.0	2	2020-10-21	Wed	False	[46638]
649	125.0	201	2.0	2	2014-05-01	Thu	True	[ 275 2301]
1747	160.0	123	2.0	2	2019-05-05	Sun	False	[38129 41101 42601 42627]
947	17.0	26	2.0	1	2017-09-21	Thu	False	[24815 29364]
1000	98.0	107	10.0	2	2017-11-16	Thu	False	[31326]
79	43.0	91	2.0	2	2020-06-12	Fri	False	[44032 44896]
1673	27.0	155	2.0	1	2015-06-26	Fri	False	[11080 14263]
2422	0.0	71	10.0	1	2017-05-07	Sun	False	[25651 27130 27206]
765	43.0	26	2.0	2	2016-11-26	Sat	False	[18801 21280 24009]
1407	92.0	148	2.0	1	2017-04-26	Wed	False	[24326 27973]
714	92.0	84	10.0	1	2014-04-15	Tue	False	[1484 5572]
780	153.0	25	2.0	2	2019-09-11	Wed	False	[44329]
1106	19.0	48	2.0	1	2016-12-24	Sat	False	[21334 19235]
221	131.0	108	2.0	1	2020-06-07	Sun	False	[47466]
286	126.0	148	2.0	1	2013-09-09	Mon	False	[434 308]
553	92.0	148	2.0	1	2018-03-09	Fri	False	[28451 31718]
1092	92.0	201	2.0	1	2020-11-26	Thu	False	[47974]
2467	92.0	91	2.0	1	2014-05-20	Tue	False	[1151 1551 4253]
1489	19.0	17	2.0	1	2019-12-31	Tue	False	[41303]
79	43.0	143	10.0	2	2016-05-11	Wed	False	[13481 15640 17462 17589]
2434	119.0	205	2.0	1	2016-06-04	Sat	False	[14144 15591 20357]
784	117.0	205	2.0	1	2020-05-05	Tue	False	[47041]
2271	131.0	74	2.0	2	2016-08-04	Thu	False	[18214 22073 19352]
1612	63.0	148	2.0	2	2017-07-20	Thu	False	[23234]
82	131.0	91	2.0	2	2018-12-30	Sun	False	[32441 32700 33559 33851 34119 34789]
854	160.0	167	2.0	1	2019-08-19	Mon	False	[45510 38682 40162]
1701	70.0	26	2.0	2	2018-06-01	Fri	False	[30902]
256	92.0	212	10.0	1	2015-09-07	Mon	False	[10363  7855]
947	17.0	91	2.0	2	2019-12-16	Mon	False	[41290 46868]
331	126.0	143	10.0	2	2019-01-12	Sat	False	[35389 36018 36369 37284 38909 40599]
333	58.0	26	2.0	2	2017-05-05	Fri	False	[25093 25331]
780	153.0	148	2.0	1	2014-06-09	Mon	True	[1540 2190 4803 5339]
892	33.0	206	2.0	2	2018-04-11	Wed	False	[33716 34178]
334	102.0	212	10.0	2	2019-12-11	Wed	False	[44078 47684 42655 42606 44380 45506]
2112	92.0	91	2.0	1	2017-01-05	Thu	False	[23679]
2649	63.0	143	10.0	0	2020-05-25	Mon	False	[48289 49763]
334	102.0	159	2.0	1	2019-09-11	Wed	False	[40582]
82	131.0	103	2.0	1	2019-04-30	Tue	False	[34961 39396 41841]
1099	92.0	91	2.0	1	2019-12-06	Fri	False	[47672 44565 43062]
2683	63.0	148	2.0	2	2015-12-27	Sun	False	[13944]
930	88.0	148	2.0	2	2017-03-13	Mon	False	[20305 21167 21382 21597 21671 21874]
1560	109.0	6	2.0	2	2018-04-23	Mon	False	[33763]
2600	92.0	205	2.0	2	2019-07-26	Fri	False	[39496 42201]
597	63.0	81	10.0	2	2016-04-26	Tue	False	[17570 14377 14997]
2402	131.0	26	2.0	2	2014-08-04	Mon	False	[1058 2924]
613	70.0	133	2.0	1	2017-07-29	Sat	False	[26734 29817]
1175	92.0	205	2.0	2	2020-03-30	Mon	False	[44163 45086]
2701	92.0	123	2.0	2	2013-08-06	Tue	False	[202  86 142 170]
735	126.0	84	10.0	2	2015-11-24	Tue	False	[11986 13243 14798]
354	126.0	201	2.0	2	2014-09-12	Fri	False	[8707 5878 1153  463 6950]
2422	0.0	123	2.0	2	2016-06-10	Fri	False	[17765 18383 18517 18603 18776 19559]
286	126.0	91	2.0	0	2019-10-14	Mon	False	[39239]
2137	126.0	206	2.0	2	2017-04-02	Sun	False	[20148 20464 25588]
1350	110.0	84	10.0	2	2018-10-07	Sun	False	[34000 33708 33353 34551]
2640	92.0	148	2.0	2	2018-07-16	Mon	False	[29190]
1140	99.0	155	2.0	1	2015-08-22	Sat	False	[10385 15267 11797 15691 12543]
925	131.0	167	2.0	1	2017-09-18	Mon	False	[24201 26415]
251	124.0	84	10.0	1	2020-11-27	Fri	False	[47318 49939 49976 47472 49869 47624]
1471	72.0	123	2.0	1	2018-03-13	Tue	False	[30543 27173 28249 31135]
2768	100.0	201	2.0	1	2017-06-03	Sat	False	[27539 21257]
1568	92.0	26	2.0	2	2020-02-19	Wed	False	[42992]
1683	123.0	123	2.0	2	2019-11-09	Sat	False	[39521 41416 41541 43318 44845 45985]
1422	123.0	123	2.0	2	2018-10-08	Mon	False	[31424 33838 35154 38963]
1018	68.0	148	2.0	1	2014-10-17	Fri	False	[2281 3124 4195 7784 7912 8213]
2461	92.0	26	2.0	0	2014-07-04	Fri	False	[4735 6934]
803	131.0	193	10.0	2	2015-08-06	Thu	False	[11264 13440 14513 15576]
256	92.0	201	2.0	0	2013-08-01	Thu	False	[8 9]
1225	126.0	79	2.0	1	2020-08-21	Fri	False	[48170 49470 47675]
1936	92.0	148	2.0	2	2019-12-24	Tue	False	[40253 41375 42761 43038 44036 44408]
259	19.0	123	2.0	2	2016-03-21	Mon	False	[17603 17568 13798]
2313	131.0	147	2.0	1	2017-10-28	Sat	False	[25378]
2137	126.0	91	2.0	2	2018-10-21	Sun	False	[31293 31471 32429 34057 37142 37745]
2600	92.0	51	2.0	1	2020-09-18	Fri	False	[45609 49730]
1355	92.0	74	2.0	2	2013-08-29	Thu	False	[413 169  55]
930	88.0	167	2.0	2	2015-04-30	Thu	False	[5502 6538 6752 7135 7898 8551]
2097	92.0	84	10.0	1	2016-04-23	Sat	False	[15945 20216]
1235	109.0	205	2.0	2	2020-05-17	Sun	False	[49440 44367 45307 47802 43104 47256]
231	173.0	25	2.0	2	2015-03-01	Sun	False	[ 9215 11311  5185]
2694	109.0	25	2.0	1	2015-07-28	Tue	False	[13201]
1963	63.0	209	2.0	1	2014-08-09	Sat	False	[2318]
613	70.0	123	2.0	2	2015-04-17	Fri	False	[ 7225  7824  9086 11867 11938 13150]
1971	63.0	81	10.0	2	2017-10-12	Thu	False	[24923]
1225	126.0	143	10.0	2	2018-10-02	Tue	False	[35036]
327	92.0	91	2.0	1	2016-02-26	Fri	False	[11939]
2402	131.0	123	2.0	2	2015-06-21	Sun	False	[7705 9915]
293	43.0	169	2.0	2	2018-08-06	Mon	False	[29852 37103]
1910	92.0	71	10.0	2	2020-07-31	Fri	False	[47896]
1175	92.0	26	2.0	2	2014-07-08	Tue	False	[1086 1835]
1979	43.0	148	2.0	2	2018-01-19	Fri	False	[29187 31112]
1301	19.0	26	2.0	2	2016-02-13	Sat	False	[13381 11624 13636 17631]
2277	125.0	82	10.0	2	2017-08-17	Thu	False	[28842 22761 25857 24641 24909 25259]
1565	19.0	148	2.0	2	2016-05-24	Tue	False	[14255 16113 16475 17138 17541]
2646	92.0	82	10.0	2	2015-05-03	Sun	False	[7484]
1374	92.0	169	2.0	2	2017-01-23	Mon	False	[20610]
331	126.0	79	2.0	1	2015-01-22	Thu	False	[4403 3667]
468	92.0	123	2.0	2	2017-06-07	Wed	False	[23903 24861 25567 25982 27552]
286	126.0	24	2.0	2	2015-09-28	Mon	False	[16464]
2242	65.0	44	2.0	2	2015-07-12	Sun	False	[9201]
1687	43.0	193	10.0	1	2017-05-03	Wed	False	[21562]
1868	65.0	148	2.0	2	2020-11-30	Mon	False	[49761]
2484	63.0	148	2.0	2	2017-10-18	Wed	False	[28440 31211]
859	123.0	148	2.0	1	2015-03-08	Sun	False	[6203]
582	43.0	168	2.0	1	2017-03-19	Sun	False	[22883 23940]
951	109.0	205	2.0	0	2014-04-19	Sat	False	[2325 3522 3053 1746 4462 2552]
2010	19.0	91	2.0	2	2017-09-30	Sat	False	[30523]
732	100.0	148	2.0	1	2020-09-28	Mon	False	[47989]
2436	92.0	26	2.0	2	2020-02-10	Mon	False	[45223]
1038	153.0	148	2.0	1	2015-03-31	Tue	False	[9790]
1945	131.0	201	2.0	1	2015-08-20	Thu	False	[15850 12046]
613	70.0	148	2.0	1	2019-03-10	Sun	False	[34685 35902 36024 36837 38188 38250]
947	17.0	108	2.0	2	2020-01-27	Mon	False	[46667 44408 48105 44403 45082]
1519	63.0	81	10.0	2	2015-10-09	Fri	False	[11272]
650	92.0	81	10.0	1	2015-02-10	Tue	False	[5641]
2200	124.0	205	2.0	1	2014-08-09	Sat	False	[3743]
435	160.0	193	10.0	2	2016-11-27	Sun	False	[21019]
435	160.0	26	2.0	1	2019-01-21	Mon	False	[33156 36080 36652 37205 38181 40029]
1910	92.0	148	2.0	1	2019-01-06	Sun	False	[35833 39336]
1608	109.0	91	2.0	2	2019-09-08	Sun	False	[40325 43729]
1422	123.0	17	2.0	1	2018-05-25	Fri	False	[34667]
765	43.0	51	2.0	2	2016-07-17	Sun	False	[19547]
725	19.0	148	2.0	2	2020-08-19	Wed	False	[47211 47227]
318	126.0	26	2.0	1	2014-07-04	Fri	False	[2444 2762 4676 6657]
1018	68.0	91	2.0	0	2016-07-10	Sun	False	[16060 18279 18746 20559]
2434	119.0	148	2.0	2	2018-04-21	Sat	False	[28631 28954 29173 30561 30995 32172]
1709	92.0	25	2.0	1	2015-02-07	Sat	False	[7581]
2640	92.0	164	2.0	2	2020-12-29	Tue	False	[49828 48070]
2421	117.0	193	10.0	2	2019-12-14	Sat	False	[39996 44426 46040]
1594	117.0	167	2.0	2	2013-12-14	Sat	False	[1056]
2348	43.0	84	10.0	2	2018-06-18	Mon	False	[28927]
1422	123.0	91	2.0	2	2014-11-07	Fri	False	[4854 6518 6557 7798]
1747	160.0	123	2.0	2	2016-05-31	Tue	False	[17199 17415 19072 20507]
191	169.0	26	2.0	0	2020-11-01	Sun	False	[47346]
82	131.0	26	2.0	1	2020-12-04	Fri	False	[48830]
850	119.0	201	2.0	2	2018-01-26	Fri	False	[30636 26273]
930	88.0	201	2.0	2	2017-11-22	Wed	False	[27243 27939 30608]
251	124.0	193	10.0	1	2015-01-07	Wed	False	[6262]
2021	126.0	148	2.0	2	2014-07-03	Thu	False	[4303 6432]
1235	109.0	212	10.0	2	2015-11-23	Mon	False	[15528 16275]
1899	153.0	91	2.0	2	2020-11-24	Tue	False	[47501 47898 49996]
2184	17.0	103	2.0	2	2019-12-23	Mon	False	[46654]
1825	19.0	201	2.0	1	2018-10-31	Wed	False	[35344 32967 33454 31584]
251	124.0	123	2.0	2	2016-04-27	Wed	False	[13719 15397 19158 19851]
318	126.0	74	2.0	1	2020-05-20	Wed	False	[44439]
1000	98.0	205	2.0	1	2017-03-05	Sun	False	[19906 19999 20662 20695 21353 22835]
2461	92.0	147	2.0	2	2019-02-12	Tue	False	[39054]
1850	92.0	82	10.0	2	2015-02-20	Fri	False	[ 9716 10091]
2246	123.0	133	2.0	1	2020-10-11	Sun	False	[49358 49127 46712 49619 48350]
334	102.0	25	2.0	2	2018-12-03	Mon	False	[35072]
850	119.0	91	2.0	1	2015-12-15	Tue	False	[10484]
353	15.0	193	10.0	1	2017-01-10	Tue	False	[22161 20711]
1869	123.0	170	2.0	1	2017-10-21	Sat	False	[26264]
2097	92.0	167	2.0	1	2020-03-26	Thu	False	[48103]
2608	131.0	91	2.0	2	2014-03-12	Wed	False	[4690]
1402	131.0	167	2.0	2	2017-05-21	Sun	False	[26448 24595 21394 27440 23731]
2581	27.0	148	2.0	2	2014-06-24	Tue	False	[ 907 2437 3829 6458 6473 6780]
2529	15.0	82	10.0	2	2020-08-10	Mon	False	[47888 48057 45961]
1251	131.0	193	10.0	2	2017-11-24	Fri	False	[26712]
1631	100.0	148	2.0	2	2014-09-13	Sat	False	[8083]
2471	102.0	143	10.0	2	2014-07-30	Wed	False	[5534 2741 3842  361 6898]
286	126.0	205	2.0	2	2016-08-16	Tue	False	[19856 20146 21885 21891]
672	63.0	193	10.0	1	2020-07-15	Wed	False	[49747 49657 46493]
2449	123.0	187	2.0	2	2017-06-20	Tue	False	[23120]
2054	126.0	168	2.0	1	2018-01-19	Fri	False	[33022 30172]
951	109.0	193	10.0	2	2015-06-05	Fri	False	[8922]
286	126.0	91	2.0	2	2015-04-03	Fri	True	[8371 8972]
1949	160.0	205	2.0	2	2018-03-25	Sun	False	[34646 32611]
421	153.0	123	2.0	1	2017-06-20	Tue	False	[25797]
1683	123.0	103	2.0	2	2015-10-21	Wed	False	[12698]
1781	117.0	48	2.0	2	2015-07-02	Thu	False	[9412]
1491	123.0	71	10.0	2	2017-03-25	Sat	False	[24564]
584	131.0	107	10.0	2	2016-06-04	Sat	False	[20735]
192	92.0	143	10.0	2	2013-12-01	Sun	False	[1804  670]
2529	15.0	44	2.0	1	2020-01-19	Sun	False	[42023 40695 40700 46339 43517]
2064	68.0	91	2.0	1	2017-08-01	Tue	False	[28554]
293	43.0	205	2.0	2	2020-07-22	Wed	False	[44790 47037 48260 49357 49719]
374	109.0	123	2.0	2	2015-07-23	Thu	False	[8753 9644]
2064	68.0	17	2.0	2	2016-09-17	Sat	False	[21818 20360]
1565	19.0	25	2.0	2	2019-10-02	Wed	False	[40426]
961	92.0	205	2.0	2	2018-05-01	Tue	True	[32092 35487]
1490	160.0	167	2.0	2	2020-04-26	Sun	False	[49771]
2503	131.0	148	2.0	0	2017-10-15	Sun	False	[24143 24393 24529 25198 25444 27719]
2097	92.0	74	2.0	1	2014-05-01	Thu	True	[1983 4725 3873]
2050	126.0	34	11.0	1	2015-10-01	Thu	False	[14448 14476 16307]
1000	98.0	91	2.0	2	2015-02-19	Thu	False	[4053 4539 4713 5620 5742 5839]
272	109.0	84	10.0	1	2015-10-16	Fri	False	[15661]
2675	131.0	148	2.0	2	2020-11-23	Mon	False	[48182 48384 48562 49188]
1936	92.0	91	2.0	2	2017-08-23	Wed	False	[22865 24553 24692 25235 28255 28962]
130	160.0	155	2.0	1	2014-05-03	Sat	False	[2665]
1355	92.0	91	2.0	1	2018-10-17	Wed	False	[32023 32732 33820 36385 37780]
1936	92.0	25	2.0	2	2020-06-13	Sat	False	[47820 48883]
740	160.0	206	2.0	1	2015-03-05	Thu	False	[10574]
1338	134.0	163	10.0	1	2019-01-21	Mon	False	[35546 37926]
2126	158.0	143	10.0	2	2019-09-02	Mon	False	[40491]
2331	124.0	133	2.0	2	2020-06-14	Sun	False	[48626]
2503	131.0	205	2.0	2	2018-05-05	Sat	False	[29378 29780 33243 34941]
1979	43.0	148	2.0	2	2013-11-01	Fri	False	[ 735 1225  324 1795]
80	63.0	206	2.0	2	2019-02-17	Sun	False	[35632 40688 34515 34095 37826]
2675	131.0	148	2.0	2	2015-03-28	Sat	False	[5625 5952 6146 8112 8470 8514]
331	126.0	148	2.0	1	2014-04-18	Fri	True	[ 73 169 250 538 920 986]
2295	19.0	148	2.0	1	2017-07-28	Fri	False	[27815]
1709	92.0	26	2.0	0	2016-08-20	Sat	False	[17741]
1691	15.0	17	2.0	2	2014-05-20	Tue	False	[959]
613	70.0	26	2.0	2	2013-12-14	Sat	False	[ 829 1643]
331	126.0	193	10.0	1	2014-06-01	Sun	False	[3573 4337 5367]
115	126.0	103	2.0	2	2015-06-18	Thu	False	[ 9964 14943  8918  7216 11488 14228]
1000	98.0	81	10.0	2	2017-10-12	Thu	False	[24432 24989 26157 28673 29731 30094]
2137	126.0	91	2.0	0	2016-06-23	Thu	False	[14896 14985 16006 16601 20888]
2527	92.0	167	2.0	2	2020-02-13	Thu	False	[44895 41082]
553	92.0	201	2.0	3	2014-12-13	Sat	False	[3565 8497]
1140	99.0	74	2.0	2	2016-01-25	Mon	False	[18961]
353	15.0	71	10.0	1	2017-08-22	Tue	False	[29370]
1709	92.0	205	2.0	2	2017-04-27	Thu	False	[26388 27440]
435	160.0	205	2.0	2	2017-05-21	Sun	False	[21776 26195 26561 26872 27529]
2405	27.0	147	2.0	2	2015-08-11	Tue	False	[8620]
2675	131.0	26	2.0	1	2015-11-09	Mon	False	[12349 13092 13942]
632	63.0	212	10.0	2	2019-12-23	Mon	False	[43757]
643	160.0	201	2.0	1	2019-09-08	Sun	False	[38675 44800 45054 44614 43936 38916]
2581	27.0	44	2.0	2	2018-04-29	Sun	False	[30771]
1609	131.0	91	2.0	2	2017-12-29	Fri	False	[32582]
2064	68.0	206	2.0	2	2019-10-24	Thu	False	[44679 46787 46548]
925	131.0	91	2.0	2	2019-05-13	Mon	False	[35482 36907 40066 41477 41876 42276]
2258	134.0	123	2.0	2	2016-02-05	Fri	False	[18690 12446 18814 12650 15716]
765	43.0	123	2.0	2	2014-06-29	Sun	False	[4366  802 3767 3385 1578]
318	126.0	212	10.0	1	2017-11-24	Fri	False	[29231 26786 30495 25259 31388 28059]
2434	119.0	25	2.0	1	2019-10-04	Fri	False	[44500]
1611	0.0	25	2.0	2	2014-02-22	Sat	False	[2875]
1949	160.0	148	2.0	1	2015-03-08	Sun	False	[7241]
1869	123.0	80	2.0	2	2017-06-27	Tue	False	[23630]
1806	126.0	26	2.0	1	2014-07-14	Mon	False	[ 349 2551 5300 5789 7234]
925	131.0	167	2.0	1	2019-12-11	Wed	False	[47113]
2694	109.0	148	2.0	2	2015-10-14	Wed	False	[10734 11017 11610 13209 16173]
988	117.0	193	10.0	2	2017-09-02	Sat	False	[30389 29507 26855 25808]
2422	0.0	103	2.0	1	2015-02-03	Tue	False	[4768]
1899	153.0	25	2.0	2	2019-05-23	Thu	False	[37329 38165]
2446	19.0	26	2.0	1	2015-11-22	Sun	False	[12774 15391 17991]
334	102.0	193	10.0	2	2013-08-24	Sat	False	[516 508]
1046	109.0	91	2.0	1	2017-11-18	Sat	False	[25180 24884 30384 29496]
192	92.0	143	10.0	1	2020-11-20	Fri	False	[48314]
2434	119.0	17	2.0	1	2016-11-20	Sun	False	[25255 22476]
2384	92.0	201	2.0	2	2013-10-15	Tue	False	[1738  118]
1081	160.0	153	2.0	2	2015-11-13	Fri	False	[12135]
1000	98.0	26	2.0	2	2016-04-06	Wed	False	[14788 16679 16800 17816 17920 19045]
1225	126.0	201	2.0	1	2018-07-08	Sun	False	[35089 35570]
679	71.0	84	10.0	2	2019-12-04	Wed	False	[43986]
2119	92.0	201	2.0	1	2013-08-21	Wed	False	[ 82 356]
2467	92.0	26	2.0	1	2019-06-27	Thu	False	[40809 41581 44433]
2486	92.0	91	2.0	1	2020-09-24	Thu	False	[47236]
1600	109.0	148	2.0	2	2020-05-09	Sat	False	[43539 44967]
353	15.0	148	2.0	2	2019-03-31	Sun	False	[36738 37951 39435 41336 42462]
318	126.0	91	2.0	2	2019-03-25	Mon	False	[33987 36173 37865 38937 42109]
203	153.0	123	2.0	2	2014-05-25	Sun	False	[5552]
1936	92.0	107	10.0	2	2019-08-23	Fri	False	[42600]
1709	92.0	123	2.0	2	2014-09-12	Fri	False	[7140]
2422	0.0	17	2.0	1	2019-04-24	Wed	False	[34891]
395	124.0	34	11.0	2	2016-03-02	Wed	False	[16760]
1280	63.0	25	2.0	2	2019-04-14	Sun	False	[37935 35467 39095 34403]
588	43.0	148	2.0	2	2018-02-27	Tue	False	[26983 28734 28961 31199]
1257	92.0	24	2.0	1	2020-12-19	Sat	False	[49595]
251	124.0	148	2.0	2	2017-03-29	Wed	False	[20496 22530 23359 24506 25595 25817]
2503	131.0	71	10.0	2	2017-05-19	Fri	False	[27534]
2269	126.0	123	2.0	2	2013-11-10	Sun	False	[2060]
2018	160.0	123	2.0	2	2014-09-09	Tue	False	[ 782 5927  460 4652 3705]
88	63.0	84	10.0	2	2017-09-08	Fri	False	[30398]
2182	72.0	155	2.0	1	2019-08-29	Thu	False	[39291]
2771	92.0	205	2.0	2	2014-07-18	Fri	False	[2772]
122	80.0	91	2.0	2	2014-07-24	Thu	False	[282]
1107	92.0	148	2.0	2	2020-06-28	Sun	False	[48985 48431 49259 49578 46333]
2399	131.0	193	10.0	2	2020-01-14	Tue	False	[43237]
1936	92.0	168	2.0	1	2013-11-10	Sun	False	[1401]
739	92.0	201	2.0	2	2016-05-03	Tue	False	[17003]
1106	19.0	81	10.0	2	2019-05-23	Thu	False	[38900 38984]
1235	109.0	153	2.0	1	2020-09-20	Sun	False	[45682]
1519	63.0	84	10.0	2	2015-08-22	Sat	False	[11598 11641 13695]
331	126.0	201	2.0	2	2016-06-03	Fri	False	[14070 14810 16588 16703 19634 19905]
2083	125.0	147	2.0	0	2017-12-26	Tue	True	[30479]
1155	72.0	26	2.0	1	2017-03-31	Fri	False	[20049]
2461	92.0	155	2.0	1	2016-12-03	Sat	False	[23659 24351 22950 22398]
79	43.0	44	2.0	1	2014-03-19	Wed	False	[ 421 3805]
2074	121.0	155	2.0	2	2020-07-15	Wed	False	[49148]
1325	43.0	6	2.0	0	2018-05-10	Thu	True	[30117 32857]
725	19.0	74	2.0	1	2014-06-27	Fri	False	[2249 3636]
2467	92.0	84	10.0	2	2018-02-20	Tue	False	[32587 33426]
2269	126.0	51	2.0	2	2016-12-11	Sun	False	[20428 22027 19886]
2137	126.0	123	2.0	2	2018-05-14	Mon	False	[30650 34514]
2097	92.0	128	10.0	1	2013-11-10	Sun	False	[ 140 2124 1555  408 1098 1379]
2262	148.0	143	10.0	1	2015-06-16	Tue	False	[14761]
892	33.0	206	2.0	1	2017-05-28	Sun	False	[26877 25944]
2097	92.0	91	2.0	2	2020-03-28	Sat	False	[42091 44279 46458 46769 48710]
2063	92.0	148	2.0	2	2015-06-10	Wed	False	[10436 14755]
153	43.0	26	2.0	2	2014-01-20	Mon	False	[ 208 2059  387 3694 2063 3699]
1563	153.0	91	2.0	1	2018-03-24	Sat	False	[28235]
725	19.0	193	10.0	1	2019-01-11	Fri	False	[37039]
2422	0.0	80	2.0	1	2016-05-21	Sat	False	[15774 19143]
951	109.0	205	2.0	1	2017-08-30	Wed	False	[26343]
1036	72.0	212	10.0	2	2018-06-09	Sat	False	[30575 30427 33357]
2766	92.0	71	10.0	1	2019-01-14	Mon	False	[33251]
318	126.0	25	2.0	1	2014-09-12	Fri	False	[ 365 3964]
917	71.0	103	2.0	2	2016-04-29	Fri	False	[13514]
666	160.0	143	10.0	2	2014-11-07	Fri	False	[3878 4258 1703 4888]
1811	119.0	193	10.0	2	2016-06-25	Sat	False	[15470 17865 17636 21058]
1609	131.0	123	2.0	1	2018-05-09	Wed	False	[35395]
286	126.0	155	2.0	2	2020-07-10	Fri	False	[49005]
1491	123.0	205	2.0	2	2017-01-08	Sun	False	[18407 19562 21029 21116 24899]
2064	68.0	148	2.0	2	2014-04-07	Mon	False	[4152]
1687	43.0	26	2.0	1	2016-06-26	Sun	False	[16851 21668]
385	92.0	71	10.0	0	2014-02-18	Tue	False	[ 718  449 2496 4264  358 1621]
2600	92.0	167	2.0	2	2015-01-11	Sun	False	[9418 4401 4630 5990 6570]
2675	131.0	82	10.0	2	2016-05-22	Sun	False	[18990]
782	112.0	108	2.0	2	2020-09-27	Sun	False	[48639]
